codgeo,x,y,libgeo
80193,654684.653,6957608.72,Chirmont
80194,682092.41,6977951.314,Chuignes
80195,680427.607,6977987.754,Chuignolles
80196,615093.019,6987378.023,Citerne
80197,694105.742,6971254.105,Cizancourt
80198,640085.503,6973174.349,Clairy-Saulchoix
80199,691899.199,6984857.917,Cléry-sur-Somme
80200,625474.932,6995724.539,Cocquerel
80201,668288.617,7003557.105,Coigneux
80202,652097.2,6985407.908,Coisy
80203,671989.461,7000431.42,Colincamps
80204,690955.069,6990145.8,Combles
80205,629843.126,6989859.996,Condé-Folie
80206,681086.288,6992381.28,Contalmaison
80207,661837.936,6990244.409,Contay
80208,633325.486,7009401.073,Conteville
80210,634258.901,6961175.655,Contre
80211,638315.042,6961625.504,Conty
80212,663637.278,6980313.354,Corbie
80213,654569.271,6967780.536,Cottenchy
80214,658430.448,6952469.765,Coullemelle
80215,629702.289,7006547.023,Coulonvillers
80216,681602.46,6995723.7,Courcelette
80217,670113.194,7000860.091,Courcelles-au-Bois
80218,630990.709,6968336.798,Courcelles-sous-Moyencourt
80219,633417.43,6958424.96,Courcelles-sous-Thoix
80220,667177.154,6951831.17,Courtemanche
80221,631980.044,7006473.21,Cramont
80222,617539.488,7016425.433,Crécy-en-Ponthieu
80223,687335.626,6960464.271,Crémery
80224,693354.578,6957647.663,Cressy-Omencourt
80225,639433.931,6971098.004,Creuse
80226,700004.618,6969029.324,Croix-Moligneaux
80227,626992.057,6966600.472,Croixrault
80228,601697.547,7017052.875,Le Crotoy
80229,634913.391,6984975.107,Crouy-Saint-Pierre
80230,690567.65,6964455.244,Curchy
80231,686988.675,6985532.993,Curlu
80232,680969.848,6959099.953,Damery
80233,680605.266,6951865.673,Dancourt-Popincourt
80234,659602.717,6978395.072,Daours
80235,594592.202,6994777.235,Dargnies
80236,670943.199,6957300.078,Davenescourt
80237,666829.683,6968816.721,Démuin
80238,672979.721,6986765.77,Dernancourt
80239,700628.251,6972454.371,Devise
80240,697270.749,6980539.428,Doingt
80241,637209.521,6997843.581,Domart-en-Ponthieu
80242,663143.069,6969823.489,Domart-sur-la-Luce
80243,638658.819,7002757.055,Domesmont
80244,617972.841,7026212.733,Dominois
80245,634725.959,7006780.395,Domléger-Longvillers
80246,656860.67,6966416.563,Dommartin
80247,686077.273,6979116.668,Dompierre-Becquincourt
80248,623033.784,7022446.336,Dompierre-sur-Authie
80249,632099.046,7002101.868,Domqueur
80250,621659.664,7012073.558,Domvast
80251,611303.504,6989874.993,Doudelainville
80252,704170.214,6966443.252,Douilly
80253,653223.658,7007401.963,Doullens
80256,644335.321,6979960.441,Dreuil-lès-Amiens
80258,700386.83,6984303.027,Driencourt
80259,618571.355,6975957.553,Dromesnil
80260,618538.28,7005906.692,Drucat
80261,647972.578,6972905.816,Dury
80262,620307.791,6997234.739,Eaucourt-sur-Somme
80263,679531.911,6954659.517,L'Échelle-Saint-Aurin
80264,685004.754,6983589.602,Éclusier-Vaux
80265,596244.756,6993663.547,Embreville
80266,671881.054,6995286.976,Englebelmer
80267,696906.335,6971291.763,Ennemain
80268,618784.674,6998187.147,Épagne-Épagnette
80269,617722.234,6980044.884,Épaumesnil
80270,639427.844,7001651.759,Épécamps
80271,709543.294,6989753.883,Épehy
80272,694883.966,6968981.404,Épénancourt
80273,623673.154,6965551.201,Éplessier
80274,703545.241,6959890.391,Eppeville
80275,701006.394,6993065.327,Équancourt
80276,624641.302,6959142.035,Équennes-Éramecourt
80278,676263.933,6958386.324,Erches
80279,696125.535,6955704.609,Ercheu
80280,608500.756,6994353.034,Ercourt
80281,630643.27,6999326.804,Ergnies
80282,619564.277,6994701.832,Érondelle
80283,656606.966,6954829.587,Esclainvillers
80284,701817.979,6956903.691,Esmery-Hallon
80285,646384.873,6961047.781,Essertaux
80287,601901.785,7007035.481,Estrébœuf
80288,687217.916,6974863.644,Estrées-Deniécourt
80290,623886.022,7018265.945,Estrées-lès-Crécy
80291,652352.488,6965220.759,Estrées-sur-Noye
80292,689146.691,6962429.421,Étalon
80293,671878.689,6951755.472,Ételfay
80294,693894.16,6976297.525,Éterpigny
80295,677383.776,6980603.268,Étinehem-Méricourt
80296,630977.736,6992371.961,L'Étoile
80297,619985.588,6979781.99,Étréjust
80298,698685.605,6992378.267,Étricourt-Manancourt
80299,652345.403,6955493.063,La Faloise
80300,697215.52,6969380.914,Falvy
80301,630269.941,6963574.173,Famechon
80302,672384.184,6949632.229,Faverolles
80303,604943.048,7015971.923,Favières
80304,685706.193,6976447.568,Fay
80305,640906.108,6976553.481,Ferrières
80306,677334.731,6949170.348,Fescamps
80307,689280.147,6982589.946,Feuillères
80308,599816.9,6996430.243,Feuquières-en-Vimeu
80310,645238.761,7002499.699,Fienvillers
80311,669994.217,6953574.563,Fignières
80312,702959.968,6993688.162,Fins
80313,690453.912,6979808.173,Flaucourt
80314,686907.472,6994617.343,Flers
80315,646383.595,6959239.024,Flers-sur-Noye
80316,646805.446,6989692.443,Flesselles
80317,636193.657,6960027.274,Fleury
80318,633984.765,6990611.205,Flixecourt
80319,634252.032,6973767.742,Fluy
80320,675934.627,6962729.88,Folies
80321,653447.916,6953399.203,Folleville
80322,687033.095,6964141.13,Fonches-Fonchette
80324,614062.004,6983422.1,Fontaine-le-Sec
80325,683882.155,6977930.038,Fontaine-lès-Cappy
80326,664238.176,6950797.668,Fontaine-sous-Montdidier
80327,623728.114,7015855.935,Fontaine-sur-Maye
80328,624043.68,6992357.95,Fontaine-sur-Somme
80329,668177.814,6996494.792,Forceville
80330,613835.942,6985503.216,Forceville-en-Vimeu
80331,616568.305,7012230.669,Forest-l'Abbaye
80332,609856.454,7016979.403,Forest-Montiers
80333,598546.762,7028372.579,Fort-Mahon-Plage
80334,641606.996,6967342.037,Fossemanant
80335,683419.142,6975429.264,Foucaucourt-en-Santerre
80336,607868.814,6980706.816,Foucaucourt-Hors-Nesle
80337,657345.08,6969138.138,Fouencamps
80338,664402.036,6976967.261,Fouilloy
80339,681781.47,6963525.443,Fouquescourt
80340,615286.51,6962122.396,Fourcigny
80341,635701.894,6980952.64,Fourdrinoy
80342,679859.188,6973870.192,Framerville-Rainecourt
80343,604987.716,6984969.176,Framicourt
80344,624432.321,6997782.997,Francières
80345,602902.283,7000992.19,Franleu
80346,635400.113,7000000.366,Franqueville
80347,683752.604,6963356.038,Fransart
80348,634931.186,7001996.351,Fransu
80349,644720.069,6957517.278,Fransures
80350,664013.265,6985756.352,Franvillers
80351,659503.885,6985180.102,Fréchencourt
80352,633278.295,6963750.265,Frémontiers
80353,690145.724,6972565.664,Fresnes-Mazancourt
80354,611013.496,6987831.638,Fresnes-Tilloloy
80355,616005.48,6977191.357,Fresneville
80356,613109.967,6979549.755,Fresnoy-Andainville
80357,631692.023,6971398.296,Fresnoy-au-Val
80358,669995.671,6963797.405,Fresnoy-en-Chaussée
80359,684090.474,6960192.62,Fresnoy-lès-Roye
80360,597269.048,6996755.054,Fressenneville
80361,614459.058,6981140.233,Frettecuisse
80362,602329.93,6989881.169,Frettemeule
80364,590728.422,6999786.626,Friaucourt
80365,627316.376,6969322.922,Fricamps
80366,679541.797,6988688.928,Fricourt
80367,686635.553,6982503.986,Frise
80368,595726.141,6999653.467,Friville-Escarbotin
80369,643430.258,7011815.477,Frohen-sur-Authie
80371,623190.345,7014496.073,Froyelles
80372,614728.631,6989494.298,Frucourt
80373,596435.007,6989429.486,Gamaches
80374,625030.37,7009428.573,Gapennes
80375,612682.984,6965316.307,Gauville
80376,660432.766,6972057.923,Gentelles
80377,650780.375,7004871.056,Gézaincourt
80378,688274.758,6991532.623,Ginchy
80379,655827.14,6975211.869,Glisy
80380,632447.592,6999703.847,Gorenflos
80381,641511.626,7001329.968,Gorges
80383,683090.413,6958081.864,Goyencourt
80384,679327.266,6996854.433,Grandcourt
80385,613295.21,7004716.737,Grand-Laviers
80386,667407.898,6953873.574,Gratibus
80387,650012.243,6965605.425,Grattepanche
80388,608390.032,6992513.065,Grébault-Mesnil
80390,660867.945,6954371.259,Grivesnes
80391,678644.833,6951125.657,Grivillers
80392,655661.3,7009453.48,Grouches-Luchuel
80393,686799.135,6958592.466,Gruny
80395,675818.289,6955477.527,Guerbigny
80396,629377.686,7015988.552,Gueschart
80397,688744.658,6995769.221,Gueudecourt
80399,640188.717,6975033.451,Guignemicourt
80400,673621.671,6971152.972,Guillaucourt
80401,687425.159,6990302.069,Guillemont
80402,627671.122,6960182.721,Guizancourt
80403,653988.916,6964429.883,Guyencourt-sur-Noye
80404,705816.86,6988519.326,Guyencourt-Saulcourt
80405,658846.381,6966816.235,Hailles
80406,619247.843,6989127.979,Hallencourt
80407,649092.666,6955418.053,Hallivillers
80408,642865.099,6994199.469,Halloy-lès-Pernois
80409,684757.851,6965918.388,Hallu
80410,705325.824,6961608.897,Ham
80411,669320.131,6977637.553,Le Hamel
80412,666480.242,6977508.692,Hamelet
80413,705100.141,6978432.186,Hancourt
80414,664610.877,6970565.184,Hangard
80415,671291.906,6961481.425,Hangest-en-Santerre
80416,630952.023,6987191.065,Hangest-sur-Somme
80417,676238.461,6972423.32,Harbonnières
80418,686631.885,6988280.952,Hardecourt-aux-Bois
80420,664182.377,6993282.555,Harponville
80421,685030.528,6963319.851,Hattencourt
80422,615690.834,7008537.706,Hautvillers-Ouville
80423,644830.335,6993317.129,Havernas
80424,646686.927,6969137.535,Hébécourt
80425,669110.21,6994516.412,Hédauville
80426,666224.766,6984809.154,Heilly
80427,648995.247,7006345.299,Hem-Hardinval
80428,688606.245,6984399.883,Hem-Monacu
80429,668579.977,6989617.598,Hénencourt
80430,688480.652,6980463.149,Herbécourt
80431,658128.828,6992417.201,Hérissart
80432,682078.775,6973623.851,Herleville
80433,690853.6,6961513.797,Herly
80434,708392.092,6981430.171,Hervilly
80435,710158.902,6983122.693,Hesbécourt
80436,619064.809,6959453.83,Hescamps
80437,619744.702,6981838.362,Heucourt-Croquoison
80438,706451.753,6992067.122,Heudicourt
80439,640572.526,7007803.058,Heuzecourt
80440,633609.273,7011680.864,Hiermont
80442,699345.095,6960071.671,Hombleux
80443,620982.681,6972635.92,Hornoy-le-Bourg
80444,614213.184,6995061.096,Huchenneville
80445,661180.077,7012546.494,Humbercourt
80446,611099.289,6992470.888,Huppy
80449,669502.692,6968870.592,Ignaucourt
80450,609913.611,6976567.418,Inval-Boiron
80451,682820.947,7000499.644,Irles
80452,651203.192,6962793.122,Jumel
80453,675969.987,6951090.091,Laboissière-en-Santerre
80455,624864.731,6963048.465,Lachapelle
80456,614305.815,6969963.339,Lafresguimont-Saint-Martin
80458,662742.829,6983462.711,Lahoussoye
80459,623552.961,6983160.386,Laleu
80460,621041.09,6967834.143,Lamaronde
80461,656477.056,6977488.217,Lamotte-Brebière
80462,616796.459,7010435.013,Lamotte-Buleux
80463,670632.176,6975149.939,Lamotte-Warfusée
80464,596503.53,7008178.283,Lanchères
80465,695138.799,6960750.022,Languevoisin-Quiquery
80466,638850.201,7000518.69,Lanches-Saint-Hilaire
80467,682791.037,6952594.508,Laucourt
80468,669652.594,6988227.119,Laviéville
80469,647406.518,6957291.316,Lawarde-Mauger-l'Hortoy
80470,664684.724,6996866.761,Léalvillers
80472,689780.993,6994023.056,Lesbœufs
80473,686617.91,6961829.441,Liancourt-Fosse
80474,692954.437,6969589.998,Licourt
80475,703714.222,6988637.035,Liéramont
80476,620985.823,6993212.026,Liercourt
80477,619578.09,7022043.973,Ligescourt
80478,674613.174,6952596.618,Lignières
80479,618015.272,6964716.649,Lignières-Châtelain
80480,609822.364,6979764.363,Lignières-en-Vimeu
80481,682409.821,6969973.984,Lihons
80482,614478.024,6991563.315,Limeux
80484,614323.845,6974054.269,Liomer
80485,641518.461,6963736.091,Ô-de-Selle
80486,627453.806,6994139.924,Long
80487,704478.091,6985966.643,Longavesnes
80488,627030.731,6990853.487,Longpré-les-Corps-Saints
80489,653744.152,6975113.134,Longueau
80490,685570.255,6992432.766,Longueval
80491,648239.78,7003845.405,Longuevillette
80493,664566.763,6999477.564,Louvencourt
80494,656532.228,6959375.839,Louvrechy
80495,658503.085,7011578.501,Lucheux
80496,617038.31,7019993.579,Machiel
80497,614511.92,7020441.832,Machy
80498,670879.103,6997986.363,Mailly-Maillet
80499,660234.491,6960552.287,Mailly-Raineval
80500,600214.404,6991596.209,Maisnières
80501,631569.776,7012559.8,Maison-Ponthieu
80502,630313.18,7003802.318,Maison-Roland
80503,637607.847,7011248.252,Maizicourt
80504,663814.028,6955022.533,Malpart
80505,681909.978,6988701.929,Carnoy-Mametz
80507,669066.568,6972243.604,Marcelcave
80508,690223.989,6958330.053,Marché-Allouarde
80509,691103.898,6971020.429,Marchélepot-Misery
80511,665423.719,6953821.247,Marestmontiers
80512,615795.066,6997599.199,Mareuil-Caubert
80513,684568.573,6986945.012,Maricourt
80514,660361.209,7000468.929,Marieux
80515,617131.555,6962837.708,Marlers
80516,705381.703,6983153.148,Marquaix
80517,677580.846,6953426.372,Marquivillers
80518,607215.585,6989662.829,Martainneville
80519,700916.294,6966369.672,Matigny
80520,682210.824,6966149.128,Maucourt
80521,689429.935,6987396.39,Maurepas
80522,611076.22,6975525.643,Le Mazis
80523,676179.054,6986318.234,Méaulte
80524,680626.105,6966424.304,Méharicourt
80525,619878.905,6963643.142,Meigneux
80526,642724.722,7008378.015,Le Meillard
80527,592084.119,6996551.396,Méneslies
80528,622884.311,6959540.612,Méréaucourt
80529,617323.67,6986530.291,Mérélessart
80530,668629.851,6982999.954,Méricourt-l'Abbé
80531,624216.24,6977793.405,Méricourt-en-Vimeu
80533,585725.401,6998098.174,Mers-les-Bains
80535,631206.668,6982891.643,Le Mesge
80536,697323.19,6977684.403,Mesnil-Bruntel
80537,633046.121,7004291.647,Mesnil-Domqueur
80538,696395.35,6993101.107,Mesnil-en-Arrouaise
80540,674177.078,6994384.916,Mesnil-Martinsart
80541,665674.758,6949233.858,Mesnil-Saint-Georges
80542,693727.144,6964337.762,Mesnil-Saint-Nicaise
80543,621776.144,6982592.789,Métigny
80544,644614.458,7009915.157,Mézerolles
80545,667724.562,6964855.733,Mézières-en-Santerre
80546,608125.078,7000481.811,Miannay
80547,671187.021,6989237.075,Millencourt
80548,622227.624,7006253.607,Millencourt-en-Ponthieu
80549,680449.073,7000360.776,Miraumont
80550,656805.277,6989515.778,Mirvaux
80552,697699.225,6988399.943,Moislains
80553,655547.791,6988052.31,Molliens-au-Bois
80554,628887.799,6976323.608,Molliens-Dreuil
80555,703122.251,6972427.161,Monchy-Lagache
80556,604350.845,7003904.833,Mons-Boubert
80557,700620.748,6975599.199,Estrées-Mons
80558,639401.057,6957166.201,Monsures
80559,627210.509,6979534.559,Montagne-Fayel
80560,684293.494,6989916.049,Montauban-de-Picardie
80561,668830.405,6949937.744,Montdidier
80562,658557.534,6987614.825,Montigny-sur-l'Hallue
80563,638177.246,7009292.867,Montigny-les-Jongleurs
80565,649506.992,6988879.012,Montonvillers
80566,643925.611,6999443.931,Fieffes-Montrelet
80568,694438.306,6966784.477,Morchain
80569,675343.871,6976341.943,Morcourt
80570,662837.1,6964236.134,Moreuil
80571,661139.931,6963068.768,Morisel
80572,674644.153,6983326.573,Morlancourt
80573,614613.859,6965028.131,Morvillers-Saint-Saturnin
80574,632432.498,6994369.009,Mouflers
80575,609602.27,6981556.442,Mouflières
80576,696149.091,6958329.33,Moyencourt
80577,630890.375,6966251.938,Moyencourt-lès-Poix
80578,610743.969,6998275.483,Moyenneville
80579,704942.682,6958429.243,Muille-Villette
80580,610985.18,7027852.08,Nampont
80582,636854.584,6967879.057,Namps-Maisnil
80583,643496.634,6965915.379,Nampty
80584,648649.229,6994260.609,Naours
80585,693498.188,6962290.296,Nesle
80586,606046.931,6980334.076,Nesle-l'Hôpital
80587,604019.475,6981742.767,Neslette
80588,621532.106,7003715.983,Neufmoulin
80589,631994.266,7014628.736,Neuilly-le-Dien
80590,619952.597,7008497.367,Neuilly-l'Hôpital
80591,612640.687,6986324.705,Neuville-au-Bois
80592,609398.644,6973706.029,Neuville-Coppegueule
80593,680004.732,6980503.859,La Neuville-lès-Bray
80595,665586.965,6960528.128,La Neuville-Sire-Bernard
80596,651088.732,7012500.24,Neuvillette
80597,598893.167,7000475.605,Nibas
80598,612865.605,7013660.921,Nouvion
80599,627565.614,7013061.141,Noyelles-en-Chaussée
80600,608507.945,7010630.776,Noyelles-sur-Mer
80601,701129.168,6989497.508,Nurlu
80602,648984.052,7009620.131,Occoches
80603,600608.752,7001157.053,Ochancourt
80604,617589.002,6966724.725,Offignies
80605,701205.159,6963574.902,Offoy
80606,610934.584,6984793.658,Oisemont
80607,632472.173,6978656.004,Oissy
80609,627032.695,7006147.924,Oneux
80611,647306.026,6963279.405,Oresmaux
80613,590218.769,6995538.916,Oust-Marest
80614,646470.401,7008203.309,Outrebois
80615,678374.426,6992252.988,Ovillers-la-Boisselle
80616,696252.17,6967818.523,Pargny
80617,680143.049,6960906.852,Parvillers-le-Quesnoy
80618,598665.318,7007943.887,Pendé
80619,641670.431,6996184.551,Pernois
80620,694936.185,6981106.94,Péronne
80621,689654.122,6967632.811,Hypercourt
80622,638164.303,6981922.582,Picquigny
80623,674467.424,6947407.554,Piennes-Onvillers
80624,655544.435,6990073.87,Pierregot
80625,667061.832,6957699.855,Trois-Rivières
80626,637325.652,6974536.265,Pissy
80627,644255.144,6968416.146,Plachy-Buyon
80628,667689.203,6961500.96,Le Plessier-Rozainvillers
80629,706981.928,6976193.802,Pœuilly
80630,626407.889,6961403.099,Poix-de-Picardie
80631,619793.332,7024184.065,Ponches-Estruval
80632,644520.857,6976297.732,Pont-de-Metz
80633,607598.963,7014186.093,Ponthoile
80634,660686.392,6982631.883,Pont-Noyelles
80635,622184.726,6996514.693,Pont-Remy
80637,611257.853,7007043.83,Port-le-Grand
80638,692722.851,6966603.69,Potte
80639,650346.569,6984047.056,Poulainville
80640,680134.667,6993808.495,Pozières
80642,637755.486,7006777.993,Prouville
80643,641663.481,6968613.007,Prouzel
80644,678809.167,6976720.482,Proyart
80645,657769.719,6995360.424,Puchevillers
80646,686137.513,6966004.09,Punchy
80647,687482.766,6966756.351,Puzeaux
80648,682939.989,6998348.144,Pys
80649,600951.759,7025803.786,Quend
80650,657868.664,6982386.529,Querrieu
80651,613107.233,6974155.797,Le Quesne
80652,672900.107,6964851.432,Le Quesnel
80654,606002.224,7001691.495,Quesnoy-le-Montant
80655,627622.148,6983851.591,Quesnoy-sur-Airaines
80656,633301.563,6968958.966,Quevauvillers
80657,655506.402,6952511.496,Quiry-le-Sec
80658,702274.051,6969424.982,Quivières
80659,659876.909,6997586.928,Raincheval
80661,654186.282,6986477.004,Rainneville
80662,607317.623,6986209.562,Ramburelles
80663,606279.695,6983281.411,Rambures
80664,693067.79,6989427.411,Rancourt
80665,612055.344,7021689.614,Regnière-Écluse
80666,645808.337,7012239.106,Remaisnil
80667,676052.966,6947543.765,Remaugies
80668,655713.026,6964515.516,Remiencourt
80669,689601.477,6959705.425,Rethonvillers
80670,636192.051,6971587.066,Revelles
80671,636954.001,7002687.003,Ribeaucourt
80672,668290.715,6985996.71,Ribemont-sur-Ancre
80673,630295.442,6980616.65,Riencourt
80674,652544.139,6979330.428,Rivery
80675,642590.523,6957387.664,Rogy
80676,687982.372,6953716.403,Roiglise
80677,706917.516,6982985.135,Roisel
80678,674602.088,6943927.064,Rollot
80679,711990.959,6986987.722,Ronssoy
80680,678658.478,6968814.288,Rosières-en-Santerre
80681,658001.446,6963338.057,Rouvrel
80682,679206.361,6963325.537,Rouvroy-en-Santerre
80683,696386.766,6964575.021,Rouy-le-Grand
80684,696604.191,6962948.645,Rouy-le-Petit
80685,684739.054,6954991.531,Roye
80686,654924.238,6991344.026,Rubempré
80687,669280.025,6945703.04,Rubescourt
80688,604736.227,7020835.953,Rue
80690,648401.888,6967581.678,Rumigny
80691,608176.238,7005388.357,Saigneville
80692,612092.309,7009686.575,Sailly-Flibeaucourt
80693,672448.17,6980328.272,Sailly-Laurette
80694,670510.432,6980959.357,Sailly-le-Sec
80695,693778.223,6992260.048,Sailly-Saillisel
80696,651331.108,6968553.755,Sains-en-Amiénois
80697,640172.932,7010562.265,Saint-Acheul
80698,628065.489,6971904.824,Saint-Aubin-Montenoy
80699,612163.003,6974872.485,Saint-Aubin-Rivière
80700,597279.062,7003450.967,Saint-Blimont
80701,694611.454,6972869.292,Saint-Christ-Briost
80702,649745.334,6971095.99,Saint-Fuscien
80703,609678.446,6970456.952,Saint-Germain-sur-Bresle
80704,657120.063,6985393.535,Saint-Gratien
80705,665145.15,7003286.563,Saint-Léger-lès-Authie
80706,638391.064,6995625.365,Saint-Léger-lès-Domart
80707,608001.697,6975443.05,Saint-Léger-sur-Bresle
80708,682473.1,6954573.167,Saint-Mard
80709,615622.293,6978814.963,Saint-Maulvis
80710,608992.444,6989557.884,Saint-Maxent
80711,637714.778,6993210.951,Saint-Ouen
80713,598451.4,7021158.735,Saint-Quentin-en-Tourmont
80714,589123.753,6998307.515,Saint-Quentin-la-Motte-Croix-au-Bailly
80716,624363.603,7003820.583,Saint-Riquier
80717,646184.154,6965452.189,Saint-Sauflieu
80718,643342.8,6983541.508,Saint-Sauveur
80719,621731.38,6963017.228,Sainte-Segrée
80721,601535.019,7009542.22,Saint-Valery-sur-Somme
80722,642781.862,6986174.779,Saint-Vaast-en-Chaussée
80723,636631.789,6978431.302,Saisseval
80724,643738.268,6973959.098,Saleux
80725,645493.071,6974796.687,Salouël
80726,703240.128,6963455.829,Sancourt
80728,623507.665,6962533.758,Saulchoy-sous-Poix
80729,661506.95,6958079.08,Sauvillers-Mongival
80730,643125.003,6977745.891,Saveuse
80732,607832.699,6977750.108,Senarpont
80733,669694.032,6992214.948,Senlis-le-Sec
80734,629463.278,6958451.505,Sentelie
80735,635661.67,6975722.549,Seux
80736,622043.401,6990937.237,Sorel-en-Vimeu
80737,703763.022,6991910.202,Sorel
80738,632311.684,6984271.185,Soues
80740,656753.419,6956724.517,Sourdon
80741,685290.607,6973938.643,Soyécourt
80742,634380.802,6996812.454,Surcamps
80743,682851.224,6984507.173,Suzanne
80744,624375.207,6982277.316,Tailly
80746,652971.465,6993783.15,Talmas
80747,701775.205,6985845.577,Templeux-la-Fosse
80748,710404.895,6984965.061,Templeux-le-Guérard
80749,655926.144,7000393.58,Terramesnil
80750,705142.949,6973461.272,Tertry
80751,662505.191,6967350.424,Thennes
80752,659479.452,6969339.147,Thézy-Glimont
80753,677616.357,6995764.371,Thiepval
80754,623935.72,6969474.383,Thieulloy-l'Abbaye
80755,622830.11,6961023.308,Thieulloy-la-Ville
80756,661465.02,7002378.485,Thièvres
80757,632470.585,6956492.15,Thoix
80758,658917.219,6958032.765,Thory
80759,681546.286,6949175.193,Tilloloy
80760,599342.401,6989067.741,Tilloy-Floriville
80762,703547.514,6982194.298,Tincourt-Boucly
80763,614371.673,7010651.16,Le Titre
80764,607657.088,6996787.816,Tœufles
80765,605626.936,6993794.132,Tours-en-Vimeu
80766,661691.4,6994152.019,Toutencourt
80767,604052.489,6986930.341,Le Translay
80769,670705.187,6983750.52,Treux
80770,593668.502,6999318.026,Tully
80771,704809.523,6968460.739,Ugny-l'Équipée
80773,663464.857,6991154.986,Vadencourt
80774,667624.191,6978103.03,Vaire-sous-Corbie
80775,601678.987,6998715.841,Valines
80776,665495.75,6994237.799,Varennes
80777,661987.252,6999653.139,Vauchelles-lès-Authie
80778,632535.304,6995759.337,Vauchelles-lès-Domart
80779,620196.991,7001144.964,Vauchelles-les-Quesnoy
80780,596087.354,7002883.382,Vaudricourt
80781,678885.659,6971602.269,Vauvillers
80782,645684.914,6986256.392,Vaux-en-Amiénois
80783,612726.696,6988467.098,Vaux-Marquenneville
80784,667955.892,6981112.663,Vaux-sur-Somme
80785,659894.912,6977114.509,Vecquemont
80786,635014.927,6963498.927,Velennes
80787,607624.374,7022827.626,Vercourt
80788,617054.725,6982305.06,Vergies
80789,684359.812,6971863.864,Vermandovillers
80790,687247.934,6951946.5,Verpillières
80791,644222.021,6971839.278,Vers-sur-Selle
80792,651675.597,6996336.086,La Vicogne
80793,641640.364,6990306.656,Vignacourt
80794,698069.201,6966638.649,Villecourt
80795,634756.54,6993867.436,Ville-le-Marclet
80796,608507.009,6983076.301,Villeroy
80797,666024.936,6965980.053,Villers-aux-Érables
80798,651380.309,6989799.284,Villers-Bocage
80799,665392.233,6974054.959,Villers-Bretonneux
80800,616298.123,6975143.751,Villers-Campsart
80801,692393.617,6974636.256,Villers-Carbonnel
80802,707605.578,6986498.521,Villers-Faucon
80803,680971.595,6956409.971,Villers-lès-Roye
80804,629559.093,6996391.694,Villers-sous-Ailly
80805,661238.606,6950391.742,Villers-Tournelle
80806,606689.916,7025248.83,Villers-sur-Authie
80807,672260.552,6984060.882,Ville-sur-Ancre
80808,616259.23,7022818.603,Vironchaux
80809,604644.333,6990177.347,Vismes
80810,632610.265,7016981.861,Vitz-sur-Authie
80811,698840.059,6963371.357,Voyennes
80812,704879.447,6976416.399,Vraignes-en-Vermandois
80813,621433.213,6970054.406,Vraignes-lès-Hornoy
80814,677436.736,6966478.945,Vrély
80815,611900.182,7024961.524,Vron
80819,646275.128,6993361.505,Wargnies
80820,666338.263,6991104.193,Warloy-Baillon
80821,624998.379,6980385.733,Warlus
80822,674343.339,6956376.217,Warsy
80823,677743.53,6964645.958,Warvillers
80824,671489.162,6971310.846,Wiencourt-l'Équipée
80825,616912.818,6984699.046,Wiry-au-Mont
80826,591640.733,7003399.324,Woignarue
80827,595488.722,6997044.19,Woincourt
80828,615290.288,6985082.153,Woirel
80829,699048.845,6967127.991,Y
80830,626713.178,7001333.595,Yaucourt-Bussus
80832,629605.402,7010083.74,Yvrench
80833,627479.235,7009279.457,Yvrencheux
80834,593792.346,6996776.675,Yzengremer
80835,636141.081,6987214.268,Yzeux
80836,613059.002,6999734.712,Yonval
81001,613074.044,6270901.177,Aguts
81002,645232.321,6266176.031,Aiguefonde
81003,656312.688,6309634.645,Alban
81004,631527.826,6314440.982,Albi
81005,661731.382,6260681.859,Albine
81006,610474.715,6278543.709,Algans
81007,609747.113,6325272.81,Alos
81008,632425.758,6333725.338,Almayrac
81009,613534.165,6327757.374,Amarens
81010,649931.495,6314384.681,Ambialet
81011,605826.79,6292878.745,Ambres
81012,611258.184,6323537.431,Andillac
81013,644088.291,6323479.129,Andouque
81014,666227.054,6272529.653,Anglès
81015,615470.273,6276265.893,Appelle
81016,634333.564,6258670.518,Arfons
81017,647940.152,6297611.595,Arifat
81018,637873.509,6318651.162,Arthès
81019,654607.382,6320108.376,Assac
81020,622676.137,6307632.028,Aussac
81021,647850.882,6266398.897,Aussillon
81022,599683.566,6280832.206,Bannières
81023,685142.785,6293819.014,Barre
81024,585214.474,6311967.638,Beauvais-sur-Tescou
81025,599098.622,6284149.946,Belcastel
81026,642199.331,6313099.093,Bellegarde-Marsal
81027,623998.604,6266068.968,Belleserre
81028,664708.448,6288914.943,Berlats
81029,622130.794,6317628.164,Bernac
81030,614674.577,6279073.279,Bertre
81031,655835.999,6280506.29,Le Bez
81032,620983.788,6269453.43,Blan
81033,631241.864,6326386.729,Blaye-les-Mines
81034,651989.11,6275003.109,Boissezon
81035,617386.797,6334072.475,Bournazel
81036,653829.489,6267118.762,Bout-du-Pont-de-Larn
81037,660574.316,6279336.99,Brassac
81038,613992.278,6310453.446,Brens
81039,613263.825,6294833.151,Briatexte
81040,624394.07,6291688.769,Brousse
81041,611063.483,6317825.344,Broze
81042,645895.935,6281998.923,Burlats
81043,615315.207,6299034.75,Busque
81044,615372.525,6291370.702,Cabanès
81045,614261.825,6331205.262,Les Cabannes
81046,618265.856,6305425.089,Cadalen
81047,657506.97,6319844.914,Cadix
